encoded,item
1873,0385421982
1874,038542471X
1875,0385424728
1876,0385424736
1877,0385425473
1878,0385472943
1879,0385472951
1880,0385473788
1881,0385474016
1882,0385474547
1883,0385475713
1884,0385475721
1885,0385475772
1886,0385479565
1887,0385480016
1888,0385481969
1889,0385482388
1890,0385483503
1891,0385484011
1892,0385484518
1893,0385486804
1894,0385489129
1895,038548951X
1896,0385489935
1897,0385490445
1898,038549081X
1899,0385490992
1900,0385491026
1901,0385491034
1902,0385491077
1903,038549128X
1904,0385492081
1905,0385493800
1906,0385494149
1907,0385494246
1908,0385495641
1909,0385496095
1910,0385497288
1911,038549744X
1912,0385497466
1913,0385497946
1914,0385498411
1915,0385498721
1916,0385498799
1917,0385498802
1918,0385499345
1919,0385499825
1920,038550120X
1921,0385501560
1922,0385502532
1923,0385503822
1924,0385503857
1925,0385503954
1926,0385504209
1927,0385504268
1928,0385504470
1929,0385505833
1930,0385507593
1931,0385507607
1932,0385508042
1933,0385508417
1934,038550926X
1935,0385509456
1936,0385509510
1937,0385510438
1938,0385511612
1939,0385512104
1940,0385512147
1941,0385605145
1942,0385720106
1943,0385720114
1944,0385720211
1945,0385720467
1946,0385720920
1947,0385720955
1948,0385721234
1949,0385721358
1950,0385721420
1951,0385721676
1952,038572179X
1953,0385722192
1954,0385722206
1955,0385722435
1956,0385729332
1957,0385729340
1958,0385730586
1959,0393039242
1960,039304016X
1961,039304632X
1962,0393046974
1963,0393050424
1964,0393050939
1965,0393300560
1966,0393307050
1967,0393308804
1968,0393310396
1969,0393312801
1970,0393312836
1971,0393314804
1972,0393315606
1973,0393316041
1974,0393317552
1975,0393319296
1976,0393325172
1977,0394404289
1978,0394498216
1979,0394541545
1980,0394550846
1981,0394551907
1982,0394558235
1983,0394559517
1984,0394561619
1985,0394563492
1986,0394571029
1987,0394572343
1988,0394574745
1989,0394574753
1990,0394580567
1991,0394585852
1992,0394587863
1993,0394588169
1994,0394589955
1995,0394700023
1996,0394726413
1997,0394740181
1998,0394742117
1999,0394743199
2000,0394744209
2001,0394747232
2002,0394751043
2003,0394755111
2004,0394756827
2005,0394758285
2006,039480001X
2007,0394800028
2008,0394800133
2009,0394800168
2010,0394800184
2011,0394800206
2012,039480029X
2013,0394800389
2014,0394800796
2015,0394805720
2016,039480967X
2017,0394820371
2018,0394823370
2019,0394825993
2020,0394839129
2021,0394871804
2022,0394895894
2023,0394900014
2024,0395083567
2025,0395177111
2026,0395353009
2027,0395669588
2028,039575514X
2029,0395859972
2030,0395866502
2031,0395869463
2032,0395926882
2033,039592720X
2034,0395927218
2035,0395977894
2036,0397306938
2037,039913039X
2038,0399131493
2039,0399133143
2040,0399133453
2041,0399134204
2042,0399134409
2043,0399135782
2044,0399135790
2045,0399136150
2046,0399137378
2047,0399137769
2048,0399138250
2049,0399138684
2050,0399138714
2051,0399138749
2052,0399139540
2053,0399139818
2054,0399140093
2055,0399140557
2056,0399140751
2057,0399141065
2058,039914112X
2059,0399141146
2060,0399141200
2061,0399141308
2062,0399141464
2063,0399141928
2064,039914210X
2065,0399142185
2066,0399142282
2067,0399142495
2068,0399142789
2069,0399142851
2070,0399142983
2071,0399142991
2072,0399143165
2073,0399143335
2074,0399143629
2075,0399143661
2076,0399143904
2077,0399143947
2078,0399144315
2079,0399144463
2080,039914465X
2081,0399144714
2082,0399144927
2083,039914496X
2084,0399145079
2085,0399145087
2086,0399145621
2087,039914563X
2088,0399145672
2089,0399145702
2090,0399145885
2091,0399145923
2092,0399145990
2093,0399146008
2094,0399146113
2095,039914613X
2096,0399146164
2097,0399146253
2098,0399146431
2099,0399146504
2100,0399146601
2101,0399146652
2102,0399146725
2103,039914675X
2104,0399147101
2105,0399147128
2106,0399147195
2107,0399147284
2108,0399147381
2109,039914739X
2110,0399147772
2111,039914787X
2112,0399148019
2113,0399148027
2114,0399148248
2115,039914840X
2116,0399148450
2117,0399148469
2118,0399148639
2119,039914868X
2120,0399148701
2121,0399148728
2122,0399148779
2123,0399149155
2124,0399149244
2125,0399149295
2126,0399149325
2127,0399149392
2128,0399149422
2129,0399149759
2130,0399149775
2131,0399149783
2132,0399149821
2133,0399149848
2134,0399149864
2135,0399150439
2136,0399150560
2137,039915079X
2138,0399150838
2139,0399150854
2140,0399150897
2141,0399150900
2142,0399151060
2143,0399151273
2144,0399151397
2145,0399151443
2146,0399151451
2147,0399151540
2148,0399151613
2149,0399151648
2150,039915180X
2151,0399151877
2152,0399152288
2153,0399230033
2154,0399501487
2155,0399522115
2156,0413537900
2157,0413588106
2158,042507160X
2159,0425077047
2160,0425080021
2161,0425081818
2162,0425083837
2163,0425092178
2164,0425092917
2165,0425093328
2166,0425097609
2167,0425097722
2168,0425097773
2169,0425098605
2170,0425098648
2171,0425098680
2172,0425099148
2173,0425099334
2174,0425100650
2175,042510107X
2176,0425101452
2177,0425102416
2178,0425104338
2179,0425104346
2180,0425105334
2181,0425105679
2182,042510687X
2183,0425107469
2184,0425109720
2185,0425113884
2186,0425114236
2187,0425115801
2188,0425116840
2189,0425117383
2190,042511774X
2191,0425118703
2192,0425119653
2193,042511984X
2194,0425119920
2195,0425120279
2196,0425121259
2197,0425121631
2198,042512164X
2199,0425122123
2200,0425124347
2201,0425125467
2202,0425126064
2203,0425127583
2204,0425127923
2205,0425128164
2206,0425129586
2207,0425130215
2208,0425130711
2209,0425131769
2210,0425132048
2211,0425132935
2212,0425132951
2213,042513329X
2214,0425133516
2215,0425133540
2216,0425133656
2217,0425134350
2218,0425135020
2219,042513525X
2220,0425135721
2221,0425136191
2222,0425136981
2223,042513699X
2224,0425137562
2225,0425137937
2226,0425138232
2227,0425140032
2228,0425140946
2229,0425140989
2230,0425141233
2231,0425141551
2232,0425142485
2233,0425143325
2234,0425144062
2235,0425144372
2236,0425144429
2237,042514545X
2238,0425145638
2239,0425146413
2240,0425146812
2241,0425147363
2242,0425147517
2243,042514755X
2244,0425147584
2245,0425147622
2246,0425148297
2247,0425150143
2248,0425150984
2249,0425151379
2250,0425151867
2251,0425151875
2252,0425152251
2253,0425152499
2254,0425152898
2255,0425152901
2256,0425153789
2257,0425153975
2258,0425154092
2259,0425154882
2260,0425155188
2261,0425155293
2262,0425155404
2263,0425155722
2264,0425155943
2265,042515601X
2266,0425157164
2267,0425157466
2268,0425157539
2269,0425157628
2270,0425157989
2271,0425158594
2272,0425158616
2273,0425158632
2274,0425158640
2275,0425160394
2276,042516098X
2277,0425161242
2278,0425161722
2279,0425162443
2280,0425162591
2281,0425162788
2282,0425163385
2283,0425163407
2284,0425163865
2285,0425164349
2286,0425165566
2287,0425165701
2288,0425166619
2289,0425166929
2290,0425167313
2291,0425167720
2292,0425167801
2293,0425168220
2294,042516828X
2295,0425168298
2296,0425168468
2297,042516876X
2298,0425169693
2299,0425169863
2300,0425170349
2301,0425171396
2302,0425171493
2303,0425171884
2304,0425172546
2305,0425172996
2306,0425173631
2307,0425173755
2308,0425173895
2309,0425174271
2310,0425174344
2311,0425174484
2312,0425174808
2313,0425175111
2314,0425175367
2315,0425175405
2316,0425176045
2317,0425176304
2318,0425176487
2319,0425176932
2320,0425177009
2321,0425177068
2322,0425177173
2323,0425177351
2324,042517736X
2325,0425178102
2326,0425178579
2327,0425178765
2328,0425178951
2329,0425179230
2330,0425179559
2331,0425179605
2332,0425179613
2333,0425179672
2334,0425179885
2335,0425180050
2336,0425180638
2337,0425180964
2338,042518109X
2339,0425181103
2340,0425181111
2341,0425181200
2342,0425181456
2343,0425181464
2344,0425181685
2345,0425182010
2346,0425182150
2347,0425182673
2348,042518272X
2349,0425182843
2350,042518286X
2351,0425182878
2352,0425182886
2353,0425182908
2354,0425183130
2355,0425183181
2356,042518336X
2357,0425183750
2358,0425183971
2359,042518403X
2360,0425184056
2361,0425184129
2362,0425184226
2363,0425184234
2364,0425184528
2365,0425184943
2366,0425185710
2367,042518630X
2368,0425187055
2369,0425187063
2370,0425188361
2371,0425188787
2372,0425188809
2373,0425189031
2374,042518904X
2375,0425189864
2376,0425190447
2377,0425190641
2378,0425190919
2379,0425191184
2380,0425191583
2381,0425191729
2382,0425192032
2383,0425192725
2384,0425192733
2385,0425192741
2386,0425192938
2387,0425193993
2388,0425194515
2389,042519485X
2390,0425195139
2391,0425195449
2392,0439010772
2393,0439049962
2394,0439049989
2395,0439050006
2396,0439064864
2397,0439064872
2398,043912042X
2399,0439130204
2400,0439136350
2401,0439136369
2402,0439139597
2403,0439139600
2404,0439149770
2405,0439324599
2406,043935806X
2407,043936213X
2408,0439404371
2409,0439425220
2410,043965548X
2411,0439997119
2412,0440108268
2413,0440110653
2414,0440111498
2415,0440111811
2416,0440114764
2417,044011585X
2418,0440117437
2419,0440117658
2420,0440118700
2421,0440120500
2422,0440122090
2423,0440123925
2424,0440124344
2425,0440126894
2426,0440127793
2427,0440131480
2428,0440133688
2429,0440136482
2430,0440145465
2431,0440146577
2432,0440147956
2433,0440158532
2434,0440166497
2435,0440167531
2436,0440168724
2437,0440169127
2438,0440170796
2439,0440170842
2440,0440173701
2441,0440173922
2442,0440174643
2443,0440176484
2444,0440177049
2445,0440178002
2446,0440180295
2447,0440180953
2448,0440183057
2449,0440184053
2450,0440184622
2451,0440185327
2452,0440186560
2453,0440193613
2454,0440194784
2455,0440195934
2456,0440200563
2457,0440200989
2458,0440201330
2459,0440201926
2460,0440201969
2461,0440202043
2462,0440202507
2463,044020271X
2464,044020352X
2465,0440203856
2466,0440204194
2467,0440204208
2468,0440204399
2469,044020447X
2470,0440204887
2471,0440205573
2472,044020562X
2473,0440206154
2474,0440207622
2475,0440207770
2476,0440208149
2477,0440208459
2478,0440209412
2479,0440209803
2480,0440210690
2481,0440211263
2482,044021145X
2483,0440211697
2484,0440211727
2485,0440211891
2486,0440212359
2487,0440212561
2488,0440212723
2489,0440212812
2490,0440213029
2491,0440213282
2492,0440213290
2493,0440213320
2494,0440213460
2495,0440213525
2496,0440213991
2497,0440214041
2498,0440214114
2499,0440214424
2500,0440214432
2501,0440214920
2502,0440215285
2503,0440215625
2504,0440215900
2505,0440216540
2506,0440216745
2507,0440216818
2508,0440216842
2509,0440216877
2510,0440217466
2511,0440217490
2512,0440217512
2513,0440217520
2514,0440217547
2515,0440217563
2516,0440218535
2517,044021873X
2518,0440219078
2519,0440219248
2520,0440219760
2521,0440220394
2522,0440220424
2523,0440220459
2524,0440220602
2525,0440220653
2526,0440220696
2527,0440220734
2528,0440220793
2529,044022103X
2530,0440221099
2531,0440221315
2532,0440221420
2533,0440221471
2534,0440221501
2535,0440221595
2536,044022165X
2537,0440222028
2538,0440222656
2539,0440222818
2540,0440222842
2541,0440223016
2542,0440223202
2543,0440223237
2544,044022330X
2545,0440223571
2546,0440223806
2547,0440224039
2548,0440224047
2549,0440224055
2550,0440224071
2551,044022425X
2552,0440224594
2553,0440224624
2554,0440224675
2555,0440224705
2556,0440224713
2557,0440224721
2558,044022473X
2559,0440224764
2560,0440224772
2561,0440224780
2562,0440224810
2563,0440224829
2564,0440224837
2565,0440224845
2566,0440224853
2567,0440224861
2568,0440225108
2569,0440225299
2570,0440225442
2571,0440225590
2572,0440225698
2573,0440225701
2574,0440225817
2575,0440225825
2576,0440226104
2577,0440226198
2578,0440226406
2579,0440226414
2580,0440226430
2581,0440226449
2582,0440226686
2583,0440227259
2584,0440228352
2585,044022859X
2586,0440228654
2587,0440229499
2588,0440234743
2589,0440234859
2590,0440235057
2591,044023512X
2592,0440235146
2593,0440235154
2594,0440235162
2595,0440235448
2596,0440235502
2597,0440235596
2598,044023574X
2599,0440235774
2600,0440235804
2601,0440236053
2602,0440236061
2603,0440236169
2604,0440236665
2605,0440236673
2606,044023669X
2607,0440236703
2608,044023672X
2609,0440236738
2610,0440236754
2611,0440236819
2612,0440236851
2613,0440236991
2614,0440237009
2615,0440237025
2616,044023719X
2617,044023722X
2618,0440237262
2619,0440237300
2620,0440237416
2621,0440237556
2622,0440237688
2623,0440240751
2624,0440241006
2625,0440241057
2626,0440241065
2627,0440241073
2628,0440241162
2629,044024126X
2630,0440241413
2631,0440241537
2632,0440242002
2633,0440314887
2634,0440330076
2635,0440343194
2636,0440343690
2637,0440351626
2638,0440400759
2639,0440403278
2640,0440404193
2641,0440405483
2642,0440406498
2643,0440407028
2644,0440407524
2645,0440414121
2646,0440414806
2647,0440415632
2648,0440418321
2649,044041833X
2650,0440419468
2651,0440422256
2652,0440428130
2653,0440431808
2654,0440435749
2655,0440439884
2656,0440442508
2657,0440445450
2658,0440472431
2659,0440479002
2660,0440484332
2661,044048474X
2662,0440486599
2663,0440487617
2664,0440495962
2665,0440496039
2666,0440498058
2667,0440503647
2668,0440514428
2669,0440539811
2670,0440900794
2671,0440901588
2672,0440904196
2673,0440931800
2674,0440932599
2675,0440940001
2676,0440944597
2677,0440945151
2678,0440967694
2679,0440972329
2680,0440984696
2681,0440986524
2682,044098761X
2683,0440993717
2684,0440995779
2685,0440998050
2686,0441000312
2687,044100069X
2688,0441000916
2689,0441001416
2690,0441001971
2691,0441002617
2692,0441002935
2693,044100315X
2694,0441003257
2695,0441003389
2696,0441003745
2697,0441004326
2698,0441004520
2699,0441005241
2700,0441005489
2701,0441005748
2702,0441005764
2703,0441005837
2704,0441006256
2705,0441007813
2706,0441008534
2707,0441008658
2708,044100914X
2709,0441009239
2710,0441010512
2711,0441010652
2712,0441068804
2713,0441102670
2714,0441104029
2715,0441117732
2716,0441172695
2717,0441172717
2718,0441294677
2719,0441304834
2720,0441328091
2721,0441338518
2722,0441359175
2723,0441478123
2724,0441569595
2725,0441627404
2726,0441644511
2727,044166251X
2728,0441694543
2729,0441735762
2730,0441783589
2731,0441790348
2732,0441810764
2733,0445406518
2734,0446301582
2735,0446310786
2736,0446311774
2737,0446322180
2738,0446328731
2739,0446341916
2740,0446343455
2741,0446350109
2742,0446350982
2743,0446353205
2744,0446353957
2745,0446354678
2746,0446354732
2747,0446355569
2748,0446356018
2749,0446356611
2750,0446356875
2751,0446357405
2752,0446358576
2753,0446358592
2754,0446359750
2755,0446359866
2756,0446360511
2757,0446360589
2758,0446360856
2759,0446361739
2760,0446363251
2761,0446363669
2762,0446364150
2763,0446364193
2764,0446364266
2765,0446364282
2766,0446364495
2767,0446364622
2768,0446364703
2769,0446364754
2770,0446364762
2771,0446364800
2772,0446365386
2773,0446365505
2774,0446387878
2775,0446391301
2776,0446394521
2777,0446400157
2778,0446515051
2779,044651506X
2780,0446515078
2781,0446516317
2782,0446516325
2783,044651652X
2784,0446516538
2785,0446516570
2786,0446517380
2787,044651747X
2788,0446518581
2789,044651862X
2790,0446519081
2791,0446519138
2792,0446519537
2793,0446519723
2794,044651974X
2795,0446519790
2796,0446519804
2797,0446520756
2798,0446520802
2799,044652087X
2800,0446521582
2801,0446522252
2802,0446522597
2803,0446522740
2804,0446523089
2805,0446523232
2806,0446523321
2807,0446523569
2808,0446524131
2809,0446525502
2810,0446525537
2811,0446525731
2812,0446525774
2813,0446525804
2814,0446526126
2815,0446527017
2816,0446527033
2817,0446527041
2818,0446527130
2819,0446527165
2820,0446527289
2821,0446527297
2822,0446527785
2823,0446527793
2824,0446529788
2825,0446530077
2826,0446530239
2827,0446530387
2828,0446530522
2829,0446530891
2830,0446531316
2831,0446531332
2832,0446531480
2833,0446532231
2834,0446532452
2835,0446533041
2836,0446600253
2837,0446600342
2838,0446600415
2839,0446600466
2840,0446600474
2841,0446600660
2842,0446601241
2843,0446601640
2844,0446601853
2845,0446601977
2846,0446602213
2847,0446602345
2848,0446602450
2849,0446602612
2850,0446602620
2851,0446602744
2852,0446603309
2853,0446603392
2854,0446603422
2855,0446603503
2856,0446603589
2857,0446603651
2858,0446603716
2859,0446603775
2860,0446603856
2861,0446603929
2862,0446604089
2863,0446604232
2864,0446604275
2865,0446604402
2866,0446604534
2867,0446604658
2868,0446604666
2869,0446604801
2870,0446604844
2871,0446605239
2872,0446605336
2873,0446605409
2874,0446605484
2875,0446605581
2876,0446606189
2877,0446606243
2878,0446606251
2879,0446606324
2880,0446606383
2881,0446606774
2882,0446606812
2883,0446607177
2884,0446607193
2885,0446607207
2886,0446607258
2887,0446607274
2888,0446607339
2889,0446607657
2890,0446607711
2891,0446608122
2892,0446608262
2893,0446608378
2894,0446608386
2895,0446608602
2896,0446608653
2897,0446608815
2898,0446608890
2899,0446608955
2900,0446609145
2901,0446609323
2902,0446609404
2903,0446609617
2904,0446609781
2905,0446609943
2906,0446609951
2907,0446610038
2908,0446610100
2909,0446610127
2910,0446610178
2911,0446610232
2912,0446610399
2913,0446610542
2914,0446610550
2915,044661064X
2916,0446610771
2917,044661095X
2918,0446611085
2919,0446611212
2920,0446611239
2921,0446611360
2922,0446611379
2923,0446611476
2924,0446611611
2925,044661162X
2926,0446611638
2927,0446611778
2928,0446611808
2929,0446611859
2930,0446611867
2931,0446611913
2932,0446611921
2933,044661193X
2934,0446612510
2935,0446612545
2936,0446612618
2937,0446612626
2938,0446612731
2939,0446612790
2940,0446612804
2941,0446613266
2942,0446613436
2943,0446613444
2944,0446613843
2945,0446615145
2946,0446667900
2947,0446670111
2948,0446670251
2949,0446671002
2950,0446671444
2951,0446672211
2952,0446672351
2953,0446673544
2954,0446674249
2955,0446675059
2956,0446675776
2957,0446676098
2958,0446676101
2959,0446677043
2960,0446677450
2961,0446677507
2962,0446677922
2963,0446678457
2964,0446679046
2965,0446679364
2966,0446679593
2967,0446691798
2968,0446692298
2969,0446802204
2970,0448060191
2971,0448095017
2972,0448095025
2973,0448095041
2974,044809505X
2975,0449000265
2976,0449000869
2977,0449002411
2978,0449002632
2979,0449002985
2980,0449003183
2981,0449003655
2982,0449003701
2983,044900371X
2984,0449003787
2985,0449003795
2986,0449003981
2987,044900483X
2988,0449005615
2989,0449005836
2990,0449005909
2991,0449005925
2992,0449006344
2993,0449006522
2994,0449006530
2995,0449006565
2996,0449134482
2997,0449149056
2998,0449149080
2999,0449149676
3000,0449149900
3001,0449149986
3002,0449200221
3003,0449203794
3004,0449204324
3005,0449205878
3006,0449206440
3007,0449206475
3008,0449207544
3009,0449207552
3010,0449207757
3011,0449208109
3012,0449208133
3013,0449208281
3014,0449208672
3015,0449209997
3016,0449210677
3017,0449210820
3018,0449210952
3019,0449211479
3020,0449211681
3021,0449211991
3022,0449212084
3023,0449212394
3024,0449212602
3025,0449212750
3026,0449213323
3027,0449213447
3028,0449213730
3029,0449213943
3030,0449215024
3031,0449215296
3032,0449216861
3033,0449217205
3034,0449217264
3035,0449217493
3036,0449219364
3037,0449219372
3038,0449219399
3039,0449219410
3040,0449219461
3041,0449219569
3042,0449220184
3043,044922046X
3044,0449221180
3045,0449221393
3046,0449221482
3047,0449221490
3048,0449221504
3049,0449221512
3050,0449223043
3051,0449223345
3052,0449223604
3053,0449223612
3054,0449224392
3055,0449225046
3056,0449225151
3057,0449227421
3058,0449227545
3059,0449227944
3060,0449232921
3061,0449235998
3062,0449300021
3063,0449702545
3064,0449702766
3065,0449904067
3066,0449907481
3067,0449907597
3068,0449908798
3069,044990928X
3070,0449910237
3071,0449910571
3072,0449910644
3073,0449910830
3074,0449911004
3075,0449911012
3076,0449911357
3077,0449911446
3078,0449911519
3079,0449911594
3080,0449912558
3081,0450411435
3082,0451092163
3083,0451099648
3084,0451117298
3085,0451119932
3086,0451124340
3087,0451128370
3088,0451128389
3089,0451131312
3090,0451131517
3091,0451132343
3092,0451132378
3093,0451137965
3094,0451141083
3095,0451142934
3096,0451146425
3097,0451147367
3098,0451147960
3099,0451149513
3100,0451151259
3101,0451152190
3102,0451153553
3103,0451155750
3104,0451156609
3105,0451157443
3106,0451158717
3107,0451160312
3108,0451160444
3109,0451160525
3110,0451160533
3111,0451160916
3112,0451160959
3113,0451161343
3114,0451161351
3115,0451161394
3116,0451162072
3117,0451162145
3118,0451162188
3119,0451163494
3120,0451163516
3121,0451163524
3122,0451163540
3123,0451163966
3124,0451165594
3125,0451166582
3126,0451166604
3127,0451166876
3128,0451166884
3129,0451166892
3130,0451167317
3131,0451167538
3132,0451167716
3133,0451167783
3134,0451167805
3135,0451168089
3136,0451168364
3137,0451168615
3138,0451169514
3139,0451169522
3140,0451169530
3141,0451170113
3142,0451170385
3143,0451170725
3144,0451171810
3145,0451171926
3146,0451172817
3147,0451173139
3148,0451173317
3149,0451176464
3150,0451176723
3151,0451176812
3152,0451177037
3153,0451177096
3154,0451179188
3155,0451179285
3156,0451180054
3157,0451180232
3158,0451180410
3159,0451180429
3160,0451181379
3161,0451181468
3162,0451183665
3163,0451183746
3164,0451183940
3165,0451184327
3166,0451184718
3167,0451184726
3168,0451184963
3169,0451185277
3170,0451186362
3171,0451186648
3172,0451186923
3173,0451187849
3174,0451187903
3175,0451188454
3176,0451188462
3177,0451188470
3178,0451188489
3179,0451190157
3180,0451190491
3181,0451190521
3182,0451190548
3183,0451190556
3184,0451190564
3185,0451190572
3186,0451190750
3187,0451191013
3188,0451191137
3189,0451191145
3190,0451191153
3191,0451191722
3192,0451192001
3193,0451192036
3194,0451192303
3195,0451193881
3196,0451194004
3197,0451194861
3198,0451194888
3199,0451196716
3200,0451197038
3201,0451197399
3202,0451197410
3203,0451197429
3204,0451197747
3205,0451197879
3206,0451198387
3207,0451198514
3208,0451198638
3209,0451198808
3210,0451199685
3211,0451200101
3212,0451200152
3213,0451201256
3214,0451201558
3215,0451201744
3216,0451202244
3217,0451202317
3218,0451202341
3219,0451202473
3220,0451202503
3221,0451202538
3222,0451202546
3223,0451202821
3224,0451202856
3225,0451203070
3226,0451203585
3227,0451203593
3228,0451203771
3229,0451203895
3230,0451203933
3231,0451204115
3232,0451204123
3233,0451204301
3234,0451204530
3235,0451204891
3236,0451204948
3237,0451204956
3238,0451205073
3239,0451205146
3240,0451205367
3241,0451205421
3242,0451205561
3243,0451205626
3244,0451206002
3245,0451206525
3246,0451206673
3247,0451206711
3248,0451206754
3249,0451206878
3250,0451207246
3251,0451207521
3252,045120753X
3253,0451207645
3254,0451207947
3255,0451207955
3256,0451208072
3257,0451208080
3258,0451208765
3259,0451208811
3260,0451208862
3261,0451209028
3262,045120915X
3263,0451209168
3264,0451209710
3265,0451209907
3266,0451210158
3267,0451210638
3268,0451210743
3269,0451210980
3270,0451213599
3271,0451403703
3272,0451405498
3273,0451407636
3274,0451408462
3275,0451408888
3276,0451408977
3277,0451409000
3278,0451409256
3279,0451409361
3280,0451409450
3281,0451409973
3282,0451410017
3283,0451410319
3284,0451410556
3285,0451410742
3286,0451410777
3287,0451410947
3288,0451411013
3289,0451411129
3290,0451411137
3291,0451451155
3292,0451451430
3293,0451452011
3294,0451452615
3295,0451453573
3296,0451454243
3297,0451454537
3298,0451456521
3299,0451456718
3300,0451456734
3301,0451457307
3302,0451457730
3303,0451457811
3304,0451457897
3305,0451457994
3306,0451458125
3307,0451458370
3308,0451458621
3309,0451459067
3310,0451519841
3311,0451521285
3312,0451521951
3313,0451523202
3314,0451523369
3315,0451523377
3316,0451523385
3317,0451523415
3318,0451523660
3319,0451523733
3320,0451524667
3321,0451524934
3322,0451525264
3323,0451525795
3324,0451525884
3325,0451526341
3326,0451526554
3327,0451526775
3328,0451628039
3329,0451628055
3330,0452257743
3331,0452260116
3332,0452261368
3333,0452262143
3334,0452262933
3335,0452264464
3336,0452264790
3337,0452266564
3338,0452266637
3339,0452268060
3340,0452269571
3341,0452269652
3342,0452272319
3343,0452274427
3344,0452277337
3345,0452278902
3346,0452279070
3347,0452279178
3348,0452279607
3349,0452280397
3350,0452280621
3351,0452281032
3352,0452281202
3353,0452281431
3354,0452281458
3355,0452281636
3356,0452281679
3357,0452281725
3358,0452281768
3359,0452281784
3360,0452281881
3361,0452281903
3362,0452282128
3363,0452282152
3364,0452282195
3365,0452282268
3366,0452282276
3367,0452282829
3368,0452282934
3369,0452282977
3370,0452283027
3371,0452283086
3372,0452283205
3373,0452283442
3374,0452283868
3375,0452283914
3376,0452283930
3377,0452284295
3378,0452284449
3379,0452284937
3380,0452285011
3381,0452285186
3382,0465014909
3383,0486250334
3384,0486264645
3385,0486264785
3386,0486266850
3387,0486268780
3388,0486270513
3389,0486270610
3390,0486270629
3391,0486270696
3392,048627263X
3393,0486275574
3394,0486275639
3395,0486278077
3396,0486280616
3397,0486281965
3398,0486282112
3399,0486284735
3400,0486295559
3401,050552208X
3402,050552354X
3403,0505523728
3404,0505523752
3405,0505523892
3406,0505524090
3407,0505524333
3408,0505524503
3409,0505525178
3410,0505525526
3411,0515087122
3412,0515087491
3413,0515087947
3414,051508901X
3415,0515090166
3416,0515090174
3417,0515090395
3418,0515090506
3419,051509160X
3420,0515093203
3421,0515093556
3422,0515094773
3423,0515094978
3424,0515095826
3425,0515099511
3426,0515099546
3427,0515101222
3428,0515101230
3429,0515102636
3430,0515102652
3431,0515103292
3432,0515103969
3433,051510566X
3434,0515107662
3435,0515107867
3436,0515108030
3437,0515109509
3438,0515110396
3439,051511054X
3440,0515110973
3441,0515111279
3442,0515111317
3443,0515112305
3444,051511264X
3445,0515113328
3446,0515113514
3447,0515114006
3448,0515114693
3449,0515115630
3450,0515115649
3451,051511605X
3452,0515116068
3453,0515116173
3454,0515116246
3455,0515116475
3456,0515116750
3457,0515117234
3458,051511779X
3459,0515118230
3460,0515118249
3461,0515118559
3462,0515118656
3463,0515119202
3464,0515119644
3465,0515119652
3466,0515119784
3467,051511992X
3468,0515120006
3469,0515120278
3470,0515120456
3471,0515120618
3472,0515120898
3473,0515121495
3474,0515121843
3475,051512219X
3476,0515122408
3477,0515122491
3478,0515122564
3479,0515122734
3480,051512317X
3481,0515123447
3482,0515123471
3483,0515123498
3484,0515124060
3485,0515124206
3486,0515124214
3487,0515124621
3488,051512463X
3489,0515124893
3490,0515125490
3491,051512558X
3492,0515125628
3493,051512608X
3494,0515126098
3495,0515126489
3496,0515126772
3497,0515127213
3498,0515127221
3499,0515127396
3500,0515127485
3501,0515127833
3502,0515128015
3503,0515128546
3504,0515128554
3505,0515128600
3506,0515128821
3507,051512902X
3508,0515129038
3509,0515129224
3510,0515129933
3511,0515129941
3512,0515130044
3513,0515130125
3514,0515130389
3515,0515130923
3516,0515130966
3517,0515131083
3518,0515131091
3519,0515131210
3520,0515131229
3521,0515131660
3522,0515131679
3523,051513175X
3524,0515132020
3525,0515132039
3526,0515132136
3527,0515132187
3528,051513225X
3529,0515132268
3530,0515132292
3531,051513239X
3532,0515132624
3533,051513287X
3534,051513290X
3535,051513306X
3536,0515133302
3537,0515133310
3538,0515133418
3539,0515133639
3540,0515133876
3541,0515133973
3542,0515134279
3543,0515134368
3544,0515134384
3545,0515134449
3546,0515134457
3547,0515134465
3548,0515134481
3549,051513449X
3550,051513452X
3551,0515134864
3552,0515135062
3553,0515135216
3554,0515135356
3555,0515135739
3556,051513595X
3557,0515135968
3558,0515136190
3559,0515136204
3560,0515136263
3561,051513628X
3562,0515136379
3563,0515136530
3564,0515136549
3565,0515136557
3566,0515137111
3567,0515137200
3568,0517093650
3569,0517122707
3570,0517149257
3571,0517542099
3572,0517554399
3573,0517556278
3574,0517577402
3575,0517577550
3576,0517580497
3577,0517595338
3578,0517595753
3579,0517598493
3580,0517693119
3581,0517702967
3582,0517703963
3583,0517707918
3584,0525244581
3585,0525934251
3586,0525934960
3587,0525940413
3588,0525941673
3589,0525941908
3590,0525942688
3591,0525945121
3592,0525945210
3593,052594527X
3594,0525945636
3595,0525945725
3596,0525945814
3597,0525945938
3598,0525946233
3599,0525946284
3600,0525946446
3601,0525946500
3602,0525946535
3603,0525946756
3604,0525946829
3605,0525946896
3606,0525946969
3607,0525947299
3608,0525947647
3609,0525947671
3610,0525947752
3611,0525947914
3612,0552133256
3613,0552139246
3614,0552143243
3615,0552143774
3616,0552146986
3617,0552996009
3618,0552996181
3619,0552998001
3620,0552998486
3621,0552999458
